review_id,star_rating,sentiment_label,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion,is_fake_review,fake_confidence_score,is_sarcastic,subjectivity_score,polarity_score
R00045309,4,positive,0.298,neutral,positive,neutral,positive,satisfaction,0,0.062,1,0.751,0.345
R00045310,2,negative,-0.596,negative,negative,negative,negative,frustration,0,0.179,0,0.498,-0.367
R00045311,4,positive,0.604,positive,positive,neutral,positive,satisfaction,0,0.28,0,0.326,0.362
R00045312,4,positive,0.564,positive,neutral,neutral,neutral,satisfaction,1,0.655,0,0.543,0.485
R00045313,4,positive,0.584,neutral,neutral,positive,neutral,mild_joy,0,0.073,0,0.769,0.471
R00045314,5,positive,1.0,neutral,positive,positive,positive,joy,0,0.246,0,0.677,0.81
R00045315,5,positive,1.0,positive,positive,positive,positive,delight,0,0.299,0,0.372,0.836
R00045316,3,neutral,0.002,neutral,neutral,neutral,neutral,mild_disappointment,0,0.416,0,0.348,-0.074
R00045317,5,positive,1.0,positive,positive,positive,positive,joy,0,0.334,0,0.637,0.815
R00045318,5,positive,0.933,neutral,neutral,positive,positive,joy,0,0.066,0,0.571,0.8
R00045319,4,positive,0.664,neutral,positive,neutral,neutral,satisfaction,0,0.522,0,0.849,0.364
R00045320,5,positive,0.987,positive,positive,neutral,positive,satisfaction,1,0.738,0,0.687,0.679
R00045321,3,neutral,0.137,neutral,neutral,neutral,neutral,mild_disappointment,0,0.095,0,0.185,0.054
R00045322,4,positive,0.308,positive,positive,neutral,positive,mild_joy,0,0.199,0,0.461,0.389
R00045323,5,positive,0.997,positive,positive,positive,positive,satisfaction,0,0.566,0,0.323,0.873
R00045324,2,negative,-0.334,neutral,positive,negative,neutral,disappointment,0,0.213,0,0.507,-0.4
R00045325,3,neutral,0.021,negative,neutral,positive,neutral,mild_disappointment,0,0.19,1,0.617,-0.097
R00045326,4,positive,0.735,neutral,neutral,neutral,negative,satisfaction,0,0.232,0,0.553,0.373
R00045327,5,positive,1.0,neutral,positive,positive,positive,satisfaction,0,0.293,0,0.588,0.831
R00045328,2,negative,-0.553,negative,neutral,neutral,negative,frustration,0,0.311,0,0.704,-0.371
R00045329,2,negative,-0.429,neutral,negative,neutral,negative,disappointment,0,0.309,0,0.758,-0.36
R00045330,5,positive,1.0,positive,positive,neutral,neutral,joy,0,0.148,0,0.553,0.73
R00045331,2,negative,-0.505,negative,negative,negative,neutral,disappointment,0,0.213,0,0.948,-0.448
R00045332,5,positive,1.0,positive,positive,positive,neutral,joy,1,0.808,0,0.646,0.709
R00045333,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.197,0,0.744,0.731
R00045334,3,neutral,-0.018,negative,neutral,positive,neutral,neutral,0,0.123,1,0.316,-0.045
R00045335,3,neutral,0.193,negative,neutral,neutral,neutral,neutral,0,0.427,0,0.39,0.063
R00045336,1,negative,-0.837,negative,neutral,negative,negative,frustration,0,0.228,0,0.764,-0.935
R00045337,4,positive,0.573,positive,positive,neutral,positive,satisfaction,0,0.323,0,0.62,0.304
R00045338,3,neutral,-0.032,neutral,positive,neutral,negative,mild_disappointment,0,0.228,0,0.391,-0.015
R00045339,5,positive,1.0,positive,neutral,positive,positive,satisfaction,0,0.623,0,0.453,0.66
R00045340,4,positive,0.496,positive,positive,positive,neutral,neutral,0,0.362,0,0.784,0.496
R00045341,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.295,0,0.815,0.872
R00045342,2,negative,-0.468,negative,neutral,neutral,neutral,frustration,0,0.182,1,0.604,-0.437
R00045343,3,neutral,-0.157,neutral,negative,negative,negative,mild_disappointment,0,0.442,0,0.559,-0.052
R00045344,4,positive,0.429,neutral,neutral,neutral,neutral,satisfaction,0,0.222,0,0.18,0.459
R00045345,3,neutral,-0.048,neutral,neutral,negative,neutral,mild_disappointment,0,0.116,0,0.401,0.054
R00045346,5,positive,1.0,positive,neutral,positive,positive,delight,0,0.188,0,0.496,0.69
R00045347,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.328,0,0.35,0.839
R00045348,3,neutral,-0.099,neutral,neutral,neutral,neutral,neutral,0,0.132,0,0.394,0.101
R00045349,5,positive,0.938,positive,positive,positive,neutral,satisfaction,0,0.514,0,0.314,0.724
R00045350,1,negative,-0.956,neutral,negative,negative,negative,anger,0,0.056,0,0.313,-0.815
R00045351,3,neutral,-0.034,neutral,neutral,neutral,neutral,neutral,0,0.334,0,0.744,-0.118
R00045352,5,positive,1.0,neutral,positive,positive,positive,joy,0,0.068,0,0.81,0.863
R00045353,4,positive,0.524,neutral,positive,neutral,neutral,neutral,0,0.142,0,0.364,0.483
R00045354,1,negative,-0.975,negative,negative,negative,negative,frustration,0,0.419,0,0.712,-0.733
R00045355,3,neutral,0.236,neutral,neutral,neutral,negative,mild_disappointment,0,0.319,0,0.364,0.16
R00045356,5,positive,0.995,positive,positive,positive,positive,satisfaction,0,0.298,0,0.175,0.783
R00045357,4,positive,0.506,neutral,positive,neutral,neutral,neutral,0,0.358,0,0.742,0.619
R00045358,5,positive,1.0,positive,positive,positive,positive,joy,1,0.97,0,0.671,0.82
R00045359,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.148,0,0.633,-0.857
R00045360,5,positive,0.995,positive,positive,positive,positive,joy,0,0.015,0,0.502,0.834
R00045361,4,positive,0.582,positive,positive,neutral,neutral,neutral,0,0.386,0,0.787,0.342
R00045362,2,negative,-0.498,negative,neutral,negative,neutral,disappointment,0,0.118,0,0.766,-0.421
R00045363,1,negative,-0.924,negative,neutral,negative,negative,anger,0,0.17,0,0.9,-0.722
R00045364,5,positive,1.0,positive,positive,positive,positive,delight,0,0.142,0,0.663,0.817
R00045365,2,negative,-0.577,negative,negative,neutral,neutral,disappointment,0,0.132,0,0.806,-0.4
R00045366,3,neutral,-0.09,neutral,neutral,neutral,positive,neutral,0,0.111,1,0.642,0.014
R00045367,5,positive,1.0,neutral,positive,positive,positive,satisfaction,0,0.266,0,0.66,0.801
R00045368,4,positive,0.36,positive,positive,positive,neutral,neutral,0,0.306,0,0.033,0.321
R00045369,4,positive,0.494,neutral,neutral,positive,neutral,mild_joy,0,0.455,0,0.685,0.538
R00045370,5,positive,1.0,positive,positive,positive,positive,delight,0,0.116,0,0.927,0.82
R00045371,5,positive,1.0,positive,neutral,positive,positive,satisfaction,0,0.343,0,0.785,0.779
R00045372,3,neutral,-0.059,neutral,positive,neutral,neutral,mild_disappointment,0,0.159,0,0.532,-0.025
R00045373,5,positive,1.0,positive,positive,neutral,positive,satisfaction,0,0.061,0,0.527,0.855
R00045374,5,positive,0.976,positive,positive,positive,positive,joy,1,0.733,0,0.611,0.732
R00045375,4,positive,0.616,neutral,neutral,neutral,positive,satisfaction,0,0.203,0,0.71,0.327
R00045376,4,positive,0.509,neutral,positive,neutral,negative,satisfaction,0,0.268,0,0.727,0.174
R00045377,4,positive,0.558,positive,positive,positive,neutral,neutral,0,0.267,0,0.558,0.553
R00045378,4,positive,0.568,neutral,neutral,neutral,positive,mild_joy,0,0.159,0,0.342,0.288
R00045379,5,positive,0.968,positive,positive,positive,positive,delight,0,0.188,0,0.342,0.705
R00045380,5,positive,0.787,positive,positive,positive,positive,satisfaction,0,0.536,0,0.687,0.832
R00045381,1,negative,-0.932,negative,negative,negative,negative,frustration,0,0.33,0,0.874,-0.85
R00045382,3,neutral,-0.061,neutral,negative,neutral,neutral,mild_disappointment,0,0.164,0,0.595,0.013
R00045383,4,positive,0.639,positive,neutral,neutral,positive,satisfaction,0,0.358,0,0.595,0.411
R00045384,3,neutral,0.163,neutral,neutral,negative,neutral,mild_disappointment,0,0.414,0,0.77,0.164
R00045385,3,neutral,0.058,neutral,neutral,neutral,positive,neutral,0,0.103,0,0.667,0.077
R00045386,5,positive,0.928,positive,positive,positive,positive,delight,0,0.3,0,0.812,0.815
R00045387,4,positive,0.414,neutral,positive,positive,neutral,satisfaction,0,0.187,0,0.851,0.514
R00045388,4,positive,0.404,positive,positive,neutral,positive,neutral,0,0.308,0,0.595,0.342
R00045389,4,positive,0.449,neutral,positive,neutral,neutral,mild_joy,0,0.053,0,0.398,0.349
R00045390,5,positive,0.94,positive,positive,positive,positive,satisfaction,0,0.286,0,0.577,0.943
R00045391,5,positive,1.0,positive,positive,positive,positive,joy,0,0.041,0,0.895,0.787
R00045392,3,neutral,-0.117,neutral,positive,neutral,neutral,mild_disappointment,0,0.614,0,0.811,-0.059
R00045393,5,positive,1.0,positive,positive,positive,positive,delight,0,0.415,0,0.806,0.79
R00045394,3,neutral,0.02,neutral,neutral,negative,positive,mild_disappointment,0,0.248,0,0.615,-0.025
R00045395,3,neutral,-0.03,neutral,neutral,neutral,neutral,mild_disappointment,0,0.198,0,0.296,0.081
R00045396,4,positive,0.673,neutral,positive,neutral,neutral,neutral,0,0.548,1,0.693,0.405
R00045397,5,positive,0.893,positive,positive,neutral,positive,joy,0,0.117,0,0.623,0.587
R00045398,5,positive,1.0,neutral,positive,positive,neutral,satisfaction,0,0.382,0,0.706,0.746
R00045399,4,positive,0.362,positive,positive,neutral,neutral,satisfaction,0,0.515,0,0.833,0.554
R00045400,4,positive,0.608,positive,neutral,positive,neutral,satisfaction,0,0.234,0,0.749,0.4
R00045401,4,positive,0.41,neutral,positive,positive,neutral,mild_joy,0,0.272,0,0.671,0.37
R00045402,4,positive,0.477,positive,neutral,positive,neutral,satisfaction,0,0.258,0,0.607,0.42
R00045403,5,positive,1.0,positive,positive,positive,neutral,delight,1,0.737,0,0.929,0.697
R00045404,3,neutral,0.177,neutral,neutral,negative,positive,mild_disappointment,0,0.158,0,0.828,0.135
R00045405,4,positive,0.423,neutral,neutral,neutral,neutral,satisfaction,0,0.213,0,0.674,0.414
R00045406,3,neutral,-0.014,neutral,neutral,negative,neutral,mild_disappointment,0,0.227,0,0.342,0.016
R00045407,3,neutral,-0.013,neutral,neutral,negative,positive,mild_disappointment,0,0.44,0,0.833,0.035
R00045408,1,negative,-1.0,negative,neutral,negative,neutral,disgust,0,0.171,0,0.726,-0.937
R00045409,4,positive,0.723,positive,positive,neutral,neutral,mild_joy,0,0.266,0,0.281,0.438
R00045410,2,negative,-0.545,negative,neutral,negative,negative,disappointment,0,0.323,1,0.78,-0.408
R00045411,5,positive,0.853,positive,positive,positive,neutral,satisfaction,0,0.206,0,0.725,0.909
R00045412,4,positive,0.559,positive,neutral,positive,positive,satisfaction,0,0.241,0,0.524,0.475
R00045413,4,positive,0.485,positive,neutral,neutral,neutral,satisfaction,0,0.16,0,0.74,0.424
R00045414,3,neutral,-0.051,neutral,neutral,positive,negative,mild_disappointment,0,0.211,0,0.309,0.113
R00045415,5,positive,0.839,positive,neutral,positive,positive,joy,0,0.356,0,0.857,1.0
R00045416,5,positive,0.988,neutral,positive,positive,neutral,delight,0,0.237,0,0.652,0.738
R00045417,5,positive,0.959,positive,neutral,neutral,positive,satisfaction,0,0.483,0,0.442,0.775
R00045418,4,positive,0.454,neutral,neutral,positive,neutral,satisfaction,0,0.375,0,0.712,0.25
R00045419,2,negative,-0.531,negative,negative,neutral,negative,frustration,0,0.209,0,0.392,-0.412
R00045420,4,positive,0.58,positive,neutral,neutral,neutral,satisfaction,0,0.476,0,0.714,0.435
R00045421,3,neutral,0.283,neutral,neutral,neutral,neutral,mild_disappointment,0,0.435,0,0.784,0.033
R00045422,5,positive,0.785,positive,positive,positive,neutral,satisfaction,0,0.228,0,0.561,0.848
R00045423,5,positive,0.823,positive,positive,positive,positive,satisfaction,0,0.135,0,0.834,0.734
R00045424,4,positive,0.546,neutral,positive,positive,positive,neutral,0,0.266,0,0.142,0.502
R00045425,4,positive,0.535,positive,positive,neutral,positive,satisfaction,0,0.376,0,0.391,0.445
R00045426,4,positive,0.543,neutral,neutral,neutral,positive,mild_joy,0,0.091,0,0.434,0.297
R00045427,1,negative,-0.983,negative,negative,negative,negative,frustration,0,0.288,0,0.467,-0.814
R00045428,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.179,0,0.717,-0.831
R00045429,5,positive,0.956,positive,positive,neutral,neutral,joy,1,0.629,0,0.694,0.768
R00045430,3,neutral,-0.089,negative,positive,positive,neutral,neutral,0,0.127,0,0.808,0.029
R00045431,5,positive,0.902,positive,positive,positive,positive,joy,0,0.145,0,0.26,0.791
R00045432,5,positive,1.0,positive,positive,neutral,positive,satisfaction,0,0.386,0,0.313,0.763
R00045433,2,negative,-0.572,neutral,negative,neutral,neutral,frustration,0,0.253,0,0.446,-0.38
R00045434,5,positive,1.0,positive,positive,positive,positive,delight,0,0.09,0,0.762,0.875
R00045435,2,negative,-0.315,negative,neutral,negative,neutral,frustration,0,0.125,0,0.726,-0.461
R00045436,4,positive,0.507,neutral,positive,positive,positive,mild_joy,0,0.386,0,0.924,0.313
R00045437,5,positive,0.982,positive,positive,positive,positive,delight,0,0.383,0,0.686,0.732
R00045438,1,negative,-1.0,negative,neutral,negative,negative,frustration,0,0.412,0,0.38,-0.749
R00045439,5,positive,1.0,neutral,positive,neutral,positive,joy,0,0.1,0,0.821,0.728
R00045440,3,neutral,0.106,positive,neutral,neutral,negative,mild_disappointment,0,0.289,0,0.763,-0.008
R00045441,2,negative,-0.481,neutral,neutral,negative,neutral,frustration,0,0.696,0,0.711,-0.522
R00045442,3,neutral,0.091,negative,negative,neutral,negative,neutral,0,0.242,0,0.614,-0.041
R00045443,3,neutral,-0.116,neutral,neutral,neutral,positive,neutral,0,0.403,0,0.658,0.062
R00045444,5,positive,0.925,neutral,neutral,positive,neutral,delight,1,0.718,0,0.823,0.769
R00045445,2,negative,-0.447,negative,negative,neutral,positive,frustration,0,0.379,0,0.815,-0.323
R00045446,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.239,0,0.176,0.765
R00045447,2,negative,-0.471,neutral,negative,negative,negative,disappointment,0,0.166,0,0.587,-0.367
R00045448,4,positive,0.424,positive,positive,neutral,positive,satisfaction,0,0.247,0,0.78,0.267
R00045449,5,positive,1.0,positive,positive,positive,positive,joy,0,0.052,0,0.475,0.847
R00045450,4,positive,0.519,positive,neutral,positive,neutral,satisfaction,0,0.346,0,0.525,0.351
R00045451,1,negative,-0.916,negative,neutral,negative,negative,disgust,0,0.506,0,0.246,-0.717
R00045452,4,positive,0.481,positive,positive,neutral,neutral,neutral,0,0.104,0,0.363,0.41
R00045453,5,positive,0.919,positive,positive,positive,positive,joy,0,0.145,0,0.836,0.715
R00045454,3,neutral,-0.043,neutral,negative,positive,neutral,mild_disappointment,0,0.423,0,0.936,0.065
R00045455,4,positive,0.538,positive,neutral,neutral,positive,satisfaction,0,0.3,0,0.43,0.331
R00045456,3,neutral,-0.04,neutral,positive,neutral,neutral,neutral,0,0.351,0,0.768,0.035
R00045457,5,positive,0.97,positive,neutral,positive,positive,satisfaction,0,0.434,0,0.093,0.736
R00045458,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.073,0,0.956,-0.744
R00045459,2,negative,-0.437,negative,negative,neutral,positive,disappointment,0,0.06,0,0.823,-0.385
R00045460,1,negative,-0.978,negative,negative,negative,neutral,frustration,0,0.048,0,0.737,-0.845
R00045461,4,positive,0.645,positive,positive,positive,positive,neutral,0,0.199,0,0.427,0.364
R00045462,4,positive,0.394,neutral,positive,neutral,positive,satisfaction,0,0.143,0,0.283,0.516
R00045463,4,positive,0.536,neutral,positive,neutral,positive,satisfaction,0,0.595,0,0.567,0.334
R00045464,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.471,0,0.96,0.672
R00045465,3,neutral,0.051,neutral,neutral,neutral,neutral,neutral,0,0.138,0,0.409,0.006
R00045466,1,negative,-0.917,negative,negative,negative,negative,disgust,0,0.192,0,0.578,-0.817
R00045467,3,neutral,0.04,neutral,negative,neutral,neutral,neutral,0,0.22,0,0.937,-0.001
R00045468,3,neutral,0.08,neutral,neutral,positive,neutral,neutral,0,0.38,0,0.518,0.116
R00045469,4,positive,0.293,neutral,positive,positive,positive,satisfaction,0,0.297,0,0.263,0.338
R00045470,4,positive,0.596,neutral,neutral,neutral,neutral,satisfaction,0,0.014,0,0.553,0.571
R00045471,5,positive,0.854,positive,positive,positive,positive,delight,0,0.01,0,0.305,0.786
R00045472,3,neutral,-0.077,neutral,neutral,neutral,neutral,mild_disappointment,0,0.127,0,0.905,-0.047
R00045473,5,positive,0.882,positive,positive,positive,neutral,satisfaction,0,0.034,1,0.737,0.896
R00045474,5,positive,1.0,positive,positive,positive,positive,delight,0,0.148,0,0.789,0.627
R00045475,5,positive,1.0,positive,neutral,positive,neutral,joy,0,0.05,0,0.938,0.913
R00045476,3,neutral,0.093,neutral,neutral,negative,neutral,mild_disappointment,0,0.413,0,0.749,-0.01
R00045477,3,neutral,-0.128,neutral,positive,neutral,positive,neutral,0,0.236,0,0.537,0.025
R00045478,5,positive,0.779,positive,neutral,positive,neutral,delight,0,0.027,0,0.678,0.77
R00045479,5,positive,1.0,positive,positive,positive,neutral,joy,0,0.108,0,0.711,0.7
R00045480,5,positive,0.96,positive,positive,positive,positive,joy,0,0.252,0,0.282,0.798
R00045481,3,neutral,-0.113,neutral,neutral,neutral,positive,neutral,0,0.253,0,0.459,-0.051
R00045482,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.336,0,0.648,0.825
R00045483,4,positive,0.514,positive,neutral,positive,neutral,neutral,0,0.332,0,0.589,0.396
R00045484,4,positive,0.558,neutral,neutral,neutral,positive,satisfaction,0,0.165,0,0.427,0.434
R00045485,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.452,0,0.764,0.893
R00045486,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.301,0,0.569,0.807
R00045487,4,positive,0.494,positive,neutral,positive,neutral,satisfaction,0,0.021,0,0.535,0.445
R00045488,5,positive,0.899,positive,positive,positive,neutral,joy,0,0.067,0,0.777,0.858
R00045489,4,positive,0.47,neutral,positive,positive,neutral,mild_joy,0,0.037,0,0.828,0.42
R00045490,5,positive,1.0,positive,positive,positive,neutral,joy,1,0.455,0,0.948,0.946
R00045491,4,positive,0.521,neutral,positive,positive,neutral,mild_joy,0,0.24,0,0.612,0.39
R00045492,5,positive,1.0,positive,neutral,neutral,neutral,satisfaction,0,0.12,0,0.622,0.825
R00045493,4,positive,0.609,positive,positive,neutral,neutral,satisfaction,0,0.08,0,0.558,0.313
R00045494,2,negative,-0.554,neutral,negative,neutral,neutral,disappointment,0,0.193,0,0.746,-0.425
R00045495,5,positive,1.0,positive,positive,positive,neutral,satisfaction,1,0.791,0,0.807,0.814
R00045496,4,positive,0.542,neutral,neutral,neutral,neutral,neutral,0,0.267,0,0.689,0.362
R00045497,5,positive,0.994,neutral,positive,positive,neutral,joy,0,0.104,0,0.22,0.85
R00045498,4,positive,0.455,positive,positive,positive,positive,satisfaction,0,0.167,0,0.737,0.441
R00045499,5,positive,0.778,positive,positive,positive,positive,satisfaction,0,0.337,0,0.711,0.696
R00045500,2,negative,-0.464,neutral,neutral,negative,negative,disappointment,0,0.558,0,0.582,-0.31
R00045501,3,neutral,-0.068,neutral,neutral,neutral,neutral,neutral,0,0.164,1,0.837,-0.023
